Book;Chapter;Character A;Character B;Relationship
Kenneth Grahame: The Wind in the Willows;8;Mole;Otter;positive
Kenneth Grahame: The Wind in the Willows;8;Mole;Toad;positive
Kenneth Grahame: The Wind in the Willows;8;Mole;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;8;Otter;Toad;positive
Kenneth Grahame: The Wind in the Willows;8;Otter;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;8;Stoats;Toad;negative
Kenneth Grahame: The Wind in the Willows;8;Toad;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;8;Toad;Weasels;negative
Khaled Hosseini: A Thousand Splendid Suns;1;Jalil Khan;Mariam;neutral
Khaled Hosseini: A Thousand Splendid Suns;1;Jalil Khan;Nana;negative
Khaled Hosseini: A Thousand Splendid Suns;1;Mariam;Nana;negative
Khaled Hosseini: A Thousand Splendid Suns;2;Jalil Khan;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;2;Jalil Khan;Nana;negative
Khaled Hosseini: A Thousand Splendid Suns;2;Mariam;Nana;negative
Khaled Hosseini: A Thousand Splendid Suns;3;Jalil Khan;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;3;Jalil Khan;Nana;negative
Khaled Hosseini: A Thousand Splendid Suns;3;Mariam;Mullah Faizullah;positive
Khaled Hosseini: A Thousand Splendid Suns;3;Mariam;Nana;negative
Khaled Hosseini: A Thousand Splendid Suns;3;Mullah Faizullah;Nana;negative
Khaled Hosseini: A Thousand Splendid Suns;4;Jalil Khan;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;4;Jalil Khan;Nana;negative
Khaled Hosseini: A Thousand Splendid Suns;4;Mariam;Nana;negative
Khaled Hosseini: A Thousand Splendid Suns;5;Jalil Khan;Mariam;neutral
Khaled Hosseini: A Thousand Splendid Suns;5;Jalil Khan;Nana;negative
Khaled Hosseini: A Thousand Splendid Suns;5;Mariam;Nana;negative
Khaled Hosseini: A Thousand Splendid Suns;6;Jalil Khan;Mariam;negative
Khaled Hosseini: A Thousand Splendid Suns;6;Mariam;Mullah Faizullah;positive
Khaled Hosseini: A Thousand Splendid Suns;7;Jalil Khan;Mariam;negative
Khaled Hosseini: A Thousand Splendid Suns;7;Jalil Khan;Rasheed;neutral
Khaled Hosseini: A Thousand Splendid Suns;7;Mariam;Mullah Faizullah;positive
Khaled Hosseini: A Thousand Splendid Suns;7;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;8;Jalil Khan;Mariam;negative
Khaled Hosseini: A Thousand Splendid Suns;8;Jalil Khan;Rasheed;neutral
Khaled Hosseini: A Thousand Splendid Suns;8;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;9;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;10;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;11;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;12;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;13;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;14;Jalil Khan;Mariam;negative
Khaled Hosseini: A Thousand Splendid Suns;14;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;15;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;16;Giti;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;16;Hasina;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;16;Khadim;Laila;negative
Khaled Hosseini: A Thousand Splendid Suns;16;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;17;Babi;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;17;Babi;Mammy;neutral
Khaled Hosseini: A Thousand Splendid Suns;17;Khadim;Laila;negative
Khaled Hosseini: A Thousand Splendid Suns;17;Khadim;Mammy;negative
Khaled Hosseini: A Thousand Splendid Suns;17;Khadim;Tariq;negative
Khaled Hosseini: A Thousand Splendid Suns;17;Laila;Mammy;positive
Khaled Hosseini: A Thousand Splendid Suns;18;Babi;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;18;Khadim;Laila;negative
Khaled Hosseini: A Thousand Splendid Suns;18;Khadim;Tariq;negative
Khaled Hosseini: A Thousand Splendid Suns;18;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;19;Ahmad & Noor;Laila;neutral
Khaled Hosseini: A Thousand Splendid Suns;19;Laila;Mammy;positive
Khaled Hosseini: A Thousand Splendid Suns;19;Laila;Mariam;neutral
Khaled Hosseini: A Thousand Splendid Suns;19;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;20;Ahmad & Noor;Laila;neutral
Khaled Hosseini: A Thousand Splendid Suns;20;Ahmad & Noor;Mammy;positive
Khaled Hosseini: A Thousand Splendid Suns;20;Babi;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;20;Babi;Mammy;neutral
Khaled Hosseini: A Thousand Splendid Suns;20;Laila;Mammy;positive
Khaled Hosseini: A Thousand Splendid Suns;21;Babi;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;21;Babi;Mammy;neutral
Khaled Hosseini: A Thousand Splendid Suns;21;Babi;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;21;Laila;Mammy;positive
Khaled Hosseini: A Thousand Splendid Suns;21;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;22;Babi;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;22;Babi;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;22;Laila;Mammy;positive
Khaled Hosseini: A Thousand Splendid Suns;22;Laila;Mariam;neutral
Khaled Hosseini: A Thousand Splendid Suns;22;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;23;Giti;Laila;neutral
Khaled Hosseini: A Thousand Splendid Suns;23;Hasina;Laila;neutral
Khaled Hosseini: A Thousand Splendid Suns;23;Laila;Mammy;positive
Khaled Hosseini: A Thousand Splendid Suns;23;Laila;Rasheed;neutral
Khaled Hosseini: A Thousand Splendid Suns;23;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;23;Rasheed;Tariq;neutral
Khaled Hosseini: A Thousand Splendid Suns;24;Babi;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;24;Babi;Mammy;negative
Khaled Hosseini: A Thousand Splendid Suns;24;Giti;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;24;Laila;Mammy;neutral
Khaled Hosseini: A Thousand Splendid Suns;24;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;25;Babi;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;25;Laila;Mammy;positive
Khaled Hosseini: A Thousand Splendid Suns;25;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;26;Babi;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;26;Babi;Mammy;negative
Khaled Hosseini: A Thousand Splendid Suns;26;Laila;Mammy;neutral
Khaled Hosseini: A Thousand Splendid Suns;26;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;27;Abdul Sharif;Laila;neutral
Khaled Hosseini: A Thousand Splendid Suns;27;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;27;Laila;Rasheed;neutral
Khaled Hosseini: A Thousand Splendid Suns;27;Mariam;Rasheed;neutral
Khaled Hosseini: A Thousand Splendid Suns;28;Abdul Sharif;Laila;neutral
Khaled Hosseini: A Thousand Splendid Suns;28;Abdul Sharif;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;28;Ahmad & Noor;Laila;neutral
Khaled Hosseini: A Thousand Splendid Suns;28;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;29;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;29;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;29;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;30;Abdul Sharif;Laila;neutral
Khaled Hosseini: A Thousand Splendid Suns;30;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;30;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;30;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;31;Laila;Mariam;negative
Khaled Hosseini: A Thousand Splendid Suns;31;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;31;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;32;Abdul Sharif;Laila;neutral
Khaled Hosseini: A Thousand Splendid Suns;32;Laila;Mariam;negative
Khaled Hosseini: A Thousand Splendid Suns;32;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;32;Laila;Tariq;neutral
Khaled Hosseini: A Thousand Splendid Suns;32;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;32;Rasheed;Tariq;neutral
Khaled Hosseini: A Thousand Splendid Suns;33;Aziza;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;33;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;33;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;33;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;34;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;34;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;34;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;34;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;34;Rasheed;Tariq;negative
Khaled Hosseini: A Thousand Splendid Suns;35;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;35;Aziza;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;35;Aziza;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;35;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;35;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;35;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;36;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;36;Aziza;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;36;Aziza;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;36;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;36;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;36;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;37;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;37;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;37;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;38;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;38;Aziza;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;38;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;38;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;39;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;39;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;39;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;40;Aziza;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;40;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;40;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;40;Rasheed;Zalmai;positive
Khaled Hosseini: A Thousand Splendid Suns;41;Jalil Khan;Mariam;negative
Khaled Hosseini: A Thousand Splendid Suns;41;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;41;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;41;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;41;Rasheed;Zalmai;positive
Khaled Hosseini: A Thousand Splendid Suns;42;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;42;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;42;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;42;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;42;Rasheed;Zalmai;positive
Khaled Hosseini: A Thousand Splendid Suns;43;Abdul Sharif;Mariam;negative
Khaled Hosseini: A Thousand Splendid Suns;43;Abdul Sharif;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;43;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;43;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;43;Mariam;Zalmai;neutral
Khaled Hosseini: A Thousand Splendid Suns;44;Abdul Sharif;Laila;neutral
Khaled Hosseini: A Thousand Splendid Suns;44;Abdul Sharif;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;44;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;44;Aziza;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;44;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;44;Rasheed;Tariq;negative
Khaled Hosseini: A Thousand Splendid Suns;44;Rasheed;Zalmai;positive
Khaled Hosseini: A Thousand Splendid Suns;45;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;45;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;45;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;45;Mariam;Zalmai;neutral
Khaled Hosseini: A Thousand Splendid Suns;45;Rasheed;Zalmai;positive
Khaled Hosseini: A Thousand Splendid Suns;46;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;46;Aziza;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;46;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;46;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;46;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;46;Laila;Zalmai;positive
Khaled Hosseini: A Thousand Splendid Suns;46;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;46;Mariam;Zalmai;neutral
Khaled Hosseini: A Thousand Splendid Suns;47;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;47;Jalil Khan;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;47;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;47;Laila;Zalmai;positive
Khaled Hosseini: A Thousand Splendid Suns;47;Mariam;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;48;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;48;Aziza;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;48;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;48;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;48;Laila;Zalmai;positive
Khaled Hosseini: A Thousand Splendid Suns;48;Tariq;Zalmai;negative
Khaled Hosseini: A Thousand Splendid Suns;49;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;49;Aziza;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;49;Laila;Rasheed;negative
Khaled Hosseini: A Thousand Splendid Suns;49;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;49;Laila;Zalmai;positive
Khaled Hosseini: A Thousand Splendid Suns;49;Rasheed;Tariq;negative
Khaled Hosseini: A Thousand Splendid Suns;49;Tariq;Zalmai;negative
Khaled Hosseini: A Thousand Splendid Suns;50;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;50;Hamza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;50;Jalil Khan;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;50;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;50;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;50;Laila;Zalmai;positive
Khaled Hosseini: A Thousand Splendid Suns;50;Mariam;Mullah Faizullah;positive
Khaled Hosseini: A Thousand Splendid Suns;50;Tariq;Zalmai;negative
Khaled Hosseini: A Thousand Splendid Suns;51;Aziza;Laila;positive
Khaled Hosseini: A Thousand Splendid Suns;51;Aziza;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;51;Laila;Mariam;positive
Khaled Hosseini: A Thousand Splendid Suns;51;Laila;Tariq;positive
Khaled Hosseini: A Thousand Splendid Suns;51;Laila;Zalmai;positive
Khaled Hosseini: A Thousand Splendid Suns;51;Tariq;Zalmai;negative
Khaled Hosseini: The Kite Runner;1;Amir;Baba;neutral
Khaled Hosseini: The Kite Runner;1;Amir;Hassan;positive
Khaled Hosseini: The Kite Runner;1;Amir;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;2;Ali;Baba;neutral
Khaled Hosseini: The Kite Runner;2;Ali;Hassan;positive
Khaled Hosseini: The Kite Runner;2;Ali;Sanaubar;negative
Khaled Hosseini: The Kite Runner;2;Amir;Assef;negative
Khaled Hosseini: The Kite Runner;2;Amir;Baba;neutral
Khaled Hosseini: The Kite Runner;2;Amir;Hassan;positive
Khaled Hosseini: The Kite Runner;2;Assef;Hassan;negative
Khaled Hosseini: The Kite Runner;3;Amir;Baba;neutral
Khaled Hosseini: The Kite Runner;3;Amir;Rahim Khan;negative
Khaled Hosseini: The Kite Runner;3;Baba;Rahim Khan;negative
Khaled Hosseini: The Kite Runner;4;Ali;Baba;neutral
Khaled Hosseini: The Kite Runner;4;Ali;Hassan;positive
Khaled Hosseini: The Kite Runner;4;Amir;Baba;neutral
Khaled Hosseini: The Kite Runner;4;Amir;Hassan;positive
Khaled Hosseini: The Kite Runner;4;Amir;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;4;Baba;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;5;Ali;Baba;neutral
Khaled Hosseini: The Kite Runner;5;Ali;Hassan;positive
Khaled Hosseini: The Kite Runner;5;Amir;Assef;negative
Khaled Hosseini: The Kite Runner;5;Amir;Baba;neutral
Khaled Hosseini: The Kite Runner;5;Amir;Hassan;positive
Khaled Hosseini: The Kite Runner;5;Assef;Hassan;negative
Khaled Hosseini: The Kite Runner;5;Baba;Hassan;positive
Khaled Hosseini: The Kite Runner;6;Ali;Hassan;positive
Khaled Hosseini: The Kite Runner;6;Amir;Baba;neutral
Khaled Hosseini: The Kite Runner;6;Amir;Hassan;positive
Khaled Hosseini: The Kite Runner;6;Baba;Hassan;positive
Khaled Hosseini: The Kite Runner;7;Amir;Assef;negative
Khaled Hosseini: The Kite Runner;7;Amir;Baba;positive
Khaled Hosseini: The Kite Runner;7;Amir;Hassan;positive
Khaled Hosseini: The Kite Runner;7;Assef;Hassan;negative
Khaled Hosseini: The Kite Runner;7;Assef;Kamal;positive
Khaled Hosseini: The Kite Runner;7;Assef;Wali;positive
Khaled Hosseini: The Kite Runner;7;Hassan;Kamal;negative
Khaled Hosseini: The Kite Runner;7;Hassan;Wali;negative
Khaled Hosseini: The Kite Runner;8;Amir;Assef;negative
Khaled Hosseini: The Kite Runner;8;Amir;Baba;positive
Khaled Hosseini: The Kite Runner;8;Amir;Hassan;negative
Khaled Hosseini: The Kite Runner;8;Amir;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;8;Assef;Hassan;negative
Khaled Hosseini: The Kite Runner;8;Assef;Wali;positive
Khaled Hosseini: The Kite Runner;8;Baba;Hassan;positive
Khaled Hosseini: The Kite Runner;8;Baba;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;8;Hassan;Wali;negative
Khaled Hosseini: The Kite Runner;9;Ali;Amir;negative
Khaled Hosseini: The Kite Runner;9;Ali;Baba;negative
Khaled Hosseini: The Kite Runner;9;Ali;Hassan;positive
Khaled Hosseini: The Kite Runner;9;Amir;Baba;negative
Khaled Hosseini: The Kite Runner;9;Amir;Hassan;negative
Khaled Hosseini: The Kite Runner;9;Baba;Hassan;positive
Khaled Hosseini: The Kite Runner;10;Amir;Baba;positive
Khaled Hosseini: The Kite Runner;10;Amir;Kamal;neutral
Khaled Hosseini: The Kite Runner;11;Amir;Baba;positive
Khaled Hosseini: The Kite Runner;11;Amir;General Taheri;neutral
Khaled Hosseini: The Kite Runner;11;Amir;Soraya;positive
Khaled Hosseini: The Kite Runner;11;Baba;General Taheri;positive
Khaled Hosseini: The Kite Runner;12;Amir;Baba;positive
Khaled Hosseini: The Kite Runner;12;Amir;General Taheri;neutral
Khaled Hosseini: The Kite Runner;12;Amir;Jamila;neutral
Khaled Hosseini: The Kite Runner;12;Amir;Soraya;positive
Khaled Hosseini: The Kite Runner;12;Baba;General Taheri;positive
Khaled Hosseini: The Kite Runner;13;Amir;Baba;positive
Khaled Hosseini: The Kite Runner;13;Amir;General Taheri;neutral
Khaled Hosseini: The Kite Runner;13;Amir;Soraya;positive
Khaled Hosseini: The Kite Runner;13;Baba;General Taheri;positive
Khaled Hosseini: The Kite Runner;13;General Taheri;Jamila;negative
Khaled Hosseini: The Kite Runner;14;Amir;Hassan;positive
Khaled Hosseini: The Kite Runner;14;Amir;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;14;Amir;Soraya;positive
Khaled Hosseini: The Kite Runner;15;Amir;Baba;positive
Khaled Hosseini: The Kite Runner;15;Amir;General Taheri;neutral
Khaled Hosseini: The Kite Runner;15;Amir;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;15;Amir;Soraya;positive
Khaled Hosseini: The Kite Runner;15;Baba;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;15;Hassan;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;16;Amir;Hassan;positive
Khaled Hosseini: The Kite Runner;16;Farzana;Hassan;positive
Khaled Hosseini: The Kite Runner;16;Farzana;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;16;Farzana;Sanaubar;positive
Khaled Hosseini: The Kite Runner;16;Hassan;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;16;Hassan;Sanaubar;positive
Khaled Hosseini: The Kite Runner;16;Hassan;Sohrab;positive
Khaled Hosseini: The Kite Runner;17;Amir;Assef;negative
Khaled Hosseini: The Kite Runner;17;Amir;Baba;neutral
Khaled Hosseini: The Kite Runner;17;Amir;Hassan;positive
Khaled Hosseini: The Kite Runner;17;Amir;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;17;Amir;Sohrab;neutral
Khaled Hosseini: The Kite Runner;17;Assef;Hassan;negative
Khaled Hosseini: The Kite Runner;17;Baba;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;17;Farzana;Hassan;positive
Khaled Hosseini: The Kite Runner;17;Hassan;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;17;Hassan;Sohrab;positive
Khaled Hosseini: The Kite Runner;18;Amir;Baba;negative
Khaled Hosseini: The Kite Runner;18;Amir;Hassan;positive
Khaled Hosseini: The Kite Runner;18;Amir;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;18;Amir;Sohrab;positive
Khaled Hosseini: The Kite Runner;19;Amir;Farid;neutral
Khaled Hosseini: The Kite Runner;19;Amir;Hassan;positive
Khaled Hosseini: The Kite Runner;19;Amir;Rahim Khan;positive
Khaled Hosseini: The Kite Runner;19;Amir;Wahid;positive
Khaled Hosseini: The Kite Runner;19;Farid;Wahid;positive
Khaled Hosseini: The Kite Runner;20;Amir;Farid;positive
